   0.000    0.000   -0.000     0.301   -0.784   -0.542    -0.604    0.578    0.545
   0.262    0.149   -0.028     0.307   -0.787   -0.549    -0.600    0.561    0.545
   0.892    0.507   -0.061     0.291   -0.774   -0.531    -0.600    0.561    0.545
   1.838    1.064   -0.099     0.299   -0.783   -0.529    -0.600    0.561    0.545
   2.771    1.600   -0.140     0.297   -0.786   -0.545    -0.600    0.561    0.545
   3.782    2.180   -0.166     0.309   -0.774   -0.534    -0.600    0.561    0.545
   4.821    2.763   -0.171     0.301   -0.783   -0.545    -0.588    0.573    0.554
   5.892    3.375   -0.167     0.294   -0.785   -0.541    -0.588    0.573    0.554
   7.058    4.061   -0.140     0.304   -0.786   -0.524    -0.588    0.573    0.554
   8.166    4.675   -0.119     0.290   -0.777   -0.545    -0.588    0.573    0.554
   9.356    5.358   -0.081     0.299   -0.785   -0.538    -0.588    0.573    0.554
  10.617    6.086   -0.028     0.301   -0.788   -0.537    -0.605    0.583    0.572
  11.906    6.797    0.041     0.296   -0.775   -0.536    -0.605    0.583    0.572
  13.213    7.503    0.126     0.299   -0.777   -0.548    -0.605    0.583    0.572
  14.604    8.285    0.258     0.296   -0.784   -0.532    -0.605    0.583    0.572
  16.059    9.116    0.420     0.296   -0.780   -0.517    -0.605    0.583    0.572
  17.495    9.904    0.556     0.290   -0.772   -0.534    -0.592    0.569    0.549
  18.996   10.724    0.741     0.300   -0.778   -0.529    -0.592    0.569    0.549
  20.533   11.549    0.953     0.294   -0.776   -0.531    -0.592    0.569    0.549
  22.063   12.333    1.210     0.253   -0.785   -0.538    -0.592    0.569    0.549
  23.693   13.184    1.472     0.298   -0.778   -0.534    -0.592    0.569    0.549
  25.396   14.045    1.760     0.301   -0.779   -0.535    -0.599    0.577    0.557
  27.138   14.933    2.112     0.295   -0.784   -0.532    -0.599    0.577    0.557
  28.904   15.800    2.488     0.293   -0.784   -0.544    -0.599    0.577    0.557
  30.734   16.689    2.908     0.300   -0.785   -0.541    -0.599    0.577    0.557
  32.614   17.572    3.372     0.288   -0.784   -0.541    -0.599    0.577    0.557
  34.539   18.456    3.856     0.305   -0.781   -0.543    -0.596    0.568    0.545
  36.530   19.361    4.389     0.304   -0.781   -0.534    -0.596    0.568    0.545
  38.561   20.236    4.958     0.305   -0.779   -0.541    -0.596    0.568    0.545
  40.632   21.096    5.560     0.297   -0.775   -0.544    -0.596    0.568    0.545
  42.783   21.983    6.238     0.304   -0.782   -0.528    -0.596    0.568    0.545
  44.975   22.842    6.974     0.296   -0.786   -0.534    -0.599    0.570    0.550
  47.219   23.682    7.765     0.286   -0.775   -0.522    -0.599    0.570    0.550
  49.513   24.495    8.577     0.312   -0.782   -0.544    -0.599    0.570    0.550
  51.836   25.265    9.427     0.292   -0.791   -0.553    -0.599    0.570    0.550
  54.206   26.013   10.304     0.303   -0.779   -0.546    -0.599    0.570    0.550
  56.604   26.736   11.247     0.299   -0.779   -0.530    -0.607    0.568    0.535
  59.056   27.425   12.232     0.286   -0.779   -0.531    -0.607    0.568    0.535
  61.530   28.095   13.255     0.287   -0.792   -0.535    -0.607    0.568    0.535
  64.020   28.699   14.293     0.302   -0.779   -0.538    -0.607    0.568    0.535
  66.558   29.279   15.371     0.294   -0.785   -0.540    -0.607    0.568    0.535
  69.108   29.809   16.494     0.299   -0.782   -0.535    -0.596    0.572    0.535
  71.661   30.294   17.641     0.308   -0.784   -0.537    -0.596    0.572    0.535
  74.237   30.738   18.797     0.298   -0.776   -0.540    -0.596    0.572    0.535
  76.808   31.136   19.998     0.295   -0.779   -0.531    -0.596    0.572    0.535
  79.361   31.485   21.226     0.302   -0.775   -0.533    -0.610    0.572    0.561
  81.877   31.768   22.473     0.302   -0.774   -0.523    -0.610    0.572    0.561
  84.390   32.008   23.700     0.307   -0.784   -0.542    -0.610    0.572    0.561
  86.869   32.180   24.925     0.295   -0.772   -0.534    -0.610    0.572    0.561
  89.299   32.320   26.120     0.305   -0.780   -0.537    -0.610    0.572    0.561
  91.728   32.394   27.349     0.293   -0.777   -0.534    -0.605    0.575    0.561
  94.080   32.428   28.557     0.304   -0.786   -0.532    -0.605    0.575    0.561
  96.427   32.419   29.727     0.288   -0.787   -0.542    -0.605    0.575    0.561
  98.699   32.378   30.875     0.293   -0.784   -0.533    -0.605    0.575    0.561
 100.937   32.295   32.012     0.288   -0.782   -0.532    -0.605    0.575    0.561
 103.174   32.232   33.123     0.296   -0.781   -0.526    -0.605    0.576    0.530
 105.384   32.120   34.149     0.303   -0.781   -0.543    -0.605    0.576    0.530
 107.559   31.981   35.119     0.297   -0.774   -0.543    -0.605    0.576    0.530
 109.609   31.825   36.106     0.300   -0.785   -0.527    -0.605    0.576    0.530
 111.676   31.627   37.011     0.300   -0.779   -0.551    -0.605    0.576    0.530
 113.590   31.411   37.918     0.301   -0.783   -0.531    -0.610    0.581    0.542
 115.498   31.182   38.755     0.309   -0.783   -0.555    -0.610    0.581    0.542
 117.356   30.924   39.562     0.300   -0.781   -0.551    -0.610    0.581    0.542
