 180.000 -180.000 -180.000    -0.335   -0.074    1.772     0.244   -0.150   -0.878
 179.899 -179.592 -179.798    -0.326   -0.162    2.157     0.281   -0.087   -0.958
 179.954 -178.093 -179.359    -0.202   -0.384    1.356     0.281   -0.087   -0.958
 179.544 -175.924 -178.587    -0.326   -0.017    1.354     0.281   -0.087   -0.958
 179.066 -173.879 -177.808    -0.293   -0.014    1.459     0.281   -0.087   -0.958
 178.824 -171.770 -177.183    -0.376    0.048    1.573     0.281   -0.087   -0.958
 178.473 -169.571 -176.347    -0.268    0.211    1.814     0.161   -0.176   -0.933
 178.281 -166.785 -175.485    -0.296    0.140    1.704     0.161   -0.176   -0.933
 178.291 -163.616 -175.394    -0.283    0.094    1.556     0.161   -0.176   -0.933
 178.275 -160.461 -175.312    -0.335   -0.051    1.468     0.161   -0.176   -0.933
 178.000 -157.548 -174.913    -0.366   -0.030    1.860     0.161   -0.176   -0.933
 177.503 -153.697 -174.307    -0.384    0.229    1.685     0.117   -0.221   -0.908
 177.427 -147.774 -174.253    -0.393    0.183    1.007     0.117   -0.221   -0.908
 177.099 -143.271 -174.418    -0.366    0.018    1.239     0.117   -0.221   -0.908
 176.730 -139.758 -175.292    -0.339    0.149    1.468     0.117   -0.221   -0.908
 176.178 -134.183 -174.898    -0.330    0.100    1.205     0.117   -0.221   -0.908
 175.591 -130.115 -175.709    -0.274   -0.056    0.581    -0.165   -0.215   -0.893
 174.476 -124.739 -176.276    -0.165    0.128    0.889    -0.165   -0.215   -0.893
 173.901 -119.636 -177.585    -0.154    0.185    1.096    -0.165   -0.215   -0.893
 171.546 -114.289 -176.536    -0.074   -0.172    0.894    -0.165   -0.215   -0.893
 169.673 -110.695 -176.343    -0.040   -0.229    0.348    -0.165   -0.215   -0.893
 166.356 -107.497 -174.254     0.030   -0.157    0.453    -0.413   -0.054   -0.814
 162.084 -104.525 -170.853     0.019    0.171    0.306    -0.413   -0.054   -0.814
 158.159 -101.974 -167.265     0.036    0.099    0.582    -0.413   -0.054   -0.814
 152.324  -99.502 -161.804     0.146   -0.115    0.399    -0.413   -0.054   -0.814
 141.371  -97.399 -151.257     0.233   -0.051    0.370    -0.413   -0.054   -0.814
 125.595  -95.859 -135.948     0.233    0.022    0.151    -0.569   -0.023   -0.717
 108.002  -94.992 -118.633     0.344    0.014    0.180    -0.569   -0.023   -0.717
  90.647  -94.648 -101.152     0.390   -0.044    0.169    -0.569   -0.023   -0.717
  76.998  -94.734  -87.023     0.494   -0.027    0.095    -0.569   -0.023   -0.717
  68.591  -94.890  -78.041     0.463   -0.065    0.070    -0.569   -0.023   -0.717
  65.321  -94.901  -74.146     0.458   -0.086    0.119    -0.610   -0.031   -0.663
  66.557  -94.734  -74.658     0.446   -0.050    0.095    -0.610   -0.031   -0.663
  73.936  -94.354  -81.257     0.448   -0.104    0.121    -0.610   -0.031   -0.663
  88.654  -94.076  -95.038     0.403   -0.160    0.175    -0.610   -0.031   -0.663
 111.071  -94.254 -116.360     0.316   -0.133    0.322    -0.610   -0.031   -0.663
 132.253  -95.234 -136.183     0.223   -0.062    0.440    -0.552   -0.052   -0.736
 147.224  -96.775 -149.557     0.133    0.041    0.544    -0.552   -0.052   -0.736
 156.896  -98.715 -157.482     0.066   -0.013    0.479    -0.552   -0.052   -0.736
 162.832 -101.003 -161.763    -0.005   -0.015    0.419    -0.552   -0.052   -0.736
 166.158 -103.610 -163.760    -0.103    0.093    0.580    -0.552   -0.052   -0.736
 169.805 -104.013 -166.167    -0.217    0.265    0.944    -0.331   -0.152   -0.849
 172.755 -104.200 -167.550    -0.211    0.174    1.186    -0.331   -0.152   -0.849
 174.749 -104.000 -167.820    -0.183    0.056    1.053    -0.331   -0.152   -0.849
 175.765 -103.719 -167.591    -0.125    0.054    0.915    -0.331   -0.152   -0.849
 176.111 -103.547 -167.242    -0.231    0.083    1.090    -0.057   -0.207   -0.900
 178.468 -105.090 -169.324    -0.344   -0.045    1.431    -0.057   -0.207   -0.900
   1.865  -73.697    8.205    -0.308    0.098    1.404    -0.057   -0.207   -0.900
   2.043  -74.619    9.527    -0.228    0.037    1.223    -0.057   -0.207   -0.900
   0.479  -76.035   11.359    -0.237    0.023    1.146    -0.057   -0.207   -0.900
 178.325 -102.434 -166.810    -0.337    0.020    1.077     0.134   -0.166   -0.916
 175.935 -101.531 -162.868    -0.302   -0.005    1.212     0.134   -0.166   -0.916
 172.424 -100.912 -157.411    -0.289   -0.057    1.166     0.134   -0.166   -0.916
 168.242 -100.021 -152.118    -0.275    0.021    1.146     0.134   -0.166   -0.916
 171.505 -100.246 -155.865    -0.319   -0.048    1.396     0.134   -0.166   -0.916
 173.272 -100.413 -157.571    -0.404   -0.245    1.558     0.258   -0.094   -0.954
 174.054 -100.849 -157.788    -0.334   -0.216    1.621     0.258   -0.094   -0.954
 173.135 -101.244 -156.230    -0.314   -0.210    2.022     0.258   -0.094   -0.954
 170.558 -101.058 -153.602    -0.310   -0.051    2.054     0.258   -0.094   -0.954
 167.340 -100.378 -150.276    -0.274   -0.135    2.006     0.258   -0.094   -0.954
 161.835  -99.390 -144.361    -0.223   -0.210    1.824     0.300   -0.043   -0.997
 154.126  -97.986 -136.334    -0.206   -0.137    1.721     0.300   -0.043   -0.997
 138.862  -96.778 -121.037    -0.175   -0.142    1.641     0.300   -0.043   -0.997
 116.266  -96.173  -98.631    -0.144   -0.255    1.618     0.300   -0.043   -0.997
  91.218  -96.830  -73.634    -0.164   -0.218    1.523     0.300   -0.043   -0.997
  72.535  -98.586  -54.877    -0.171   -0.102    1.444     0.178   -0.105   -0.976
  60.396 -100.937  -42.305    -0.217   -0.036    1.585     0.178   -0.105   -0.976
  51.672 -103.848  -33.256    -0.223    0.048    1.487     0.178   -0.105   -0.976
  45.097 -107.284  -27.022    -0.231   -0.017    1.383     0.178   -0.105   -0.976
  42.938 -112.893  -23.941    -0.219   -0.068    1.203     0.178   -0.105   -0.976
  40.256 -116.732  -21.729    -0.198   -0.047    1.392    -0.060   -0.164   -0.954
  37.748 -122.578  -19.099    -0.159   -0.005    1.092    -0.060   -0.164   -0.954
  36.777 -128.106  -17.825    -0.130   -0.041    1.052    -0.060   -0.164   -0.954
  35.783 -133.186  -16.113    -0.081    0.084    1.120    -0.060   -0.164   -0.954
  32.393 -137.244  -13.720    -0.018    0.235    1.073    -0.060   -0.164   -0.954
  29.523 -141.974  -12.188     0.020    0.238    0.986    -0.334   -0.175   -0.852
  28.608 -146.959  -12.265     0.019   -0.046    0.745    -0.334   -0.175   -0.852
  29.059 -151.282  -13.102     0.093   -0.146    0.817    -0.334   -0.175   -0.852
  28.666 -155.509  -12.286     0.064    0.009    0.810    -0.334   -0.175   -0.852
  28.121 -158.388  -12.106     0.045    0.055    0.459    -0.334   -0.175   -0.852
  27.725 -160.833  -12.050     0.153   -0.025    0.530    -0.528   -0.119   -0.732
  27.376 -163.405  -11.954     0.141    0.079    0.420    -0.528   -0.119   -0.732
  26.995 -165.875  -11.989     0.227    0.080    0.243    -0.528   -0.119   -0.732
  26.639 -167.917  -11.949     0.242    0.007    0.132    -0.528   -0.119   -0.732
  26.297 -169.576  -11.820     0.343    0.002    0.061    -0.631   -0.103   -0.652
  26.020 -170.799  -11.542     0.436   -0.042    0.052    -0.631   -0.103   -0.652
  25.814 -171.656  -11.028     0.426   -0.025    0.116    -0.631   -0.103   -0.652
  25.688 -172.246  -10.498     0.416   -0.077    0.096    -0.631   -0.103   -0.652
  25.720 -172.463  -10.056     0.411   -0.096    0.003    -0.631   -0.103   -0.652
  25.861 -172.127   -9.636     0.408   -0.059    0.049    -0.635   -0.105   -0.632
  26.001 -171.298   -9.229     0.403   -0.046    0.124    -0.635   -0.105   -0.632
  26.205 -170.077   -8.824     0.348   -0.135    0.186    -0.635   -0.105   -0.632
  26.503 -168.392   -8.114     0.274   -0.106    0.215    -0.635   -0.105   -0.632
  26.808 -166.262   -7.005     0.223   -0.027    0.341    -0.635   -0.105   -0.632
  27.062 -163.840   -5.874     0.148   -0.008    0.553    -0.506   -0.152   -0.747
  27.398 -161.350   -5.163     0.104   -0.056    0.503    -0.506   -0.152   -0.747
  27.851 -158.740   -4.747    -0.062   -0.121    0.603    -0.506   -0.152   -0.747
  27.157 -156.048   -2.979    -0.187    0.126    0.832    -0.506   -0.152   -0.747
  26.067 -153.421   -0.517    -0.145    0.171    0.952    -0.506   -0.152   -0.747
  25.779 -151.656    1.693    -0.064    0.120    1.019    -0.237   -0.224   -0.871
  25.474 -149.769    2.700    -0.158    0.123    0.941    -0.237   -0.224   -0.871
  24.022 -147.652    3.897    -0.241    0.318    0.917    -0.237   -0.224   -0.871
  23.450 -144.891    5.450    -0.393    0.362    1.317    -0.237   -0.224   -0.871
  22.363 -142.267    8.238    -0.419    0.281    1.415    -0.237   -0.224   -0.871
  21.526 -140.124    9.360    -0.378    0.199    1.593     0.068   -0.301   -0.897
  21.271 -139.077    8.338    -0.317    0.207    1.520     0.068   -0.301   -0.897
  20.958 -138.417    7.126    -0.293    0.135    1.369     0.068   -0.301   -0.897
  20.357 -137.643    6.807    -0.288    0.031    1.313     0.068   -0.301   -0.897
  19.837 -136.855    6.472    -0.242   -0.156    1.371     0.068   -0.301   -0.897
  19.728 -136.435    5.864    -0.295   -0.058    1.370     0.239   -0.197   -0.931
  19.625 -136.093    5.881    -0.347   -0.054    1.409     0.239   -0.197   -0.931
  19.505 -135.815    6.461    -0.346   -0.077    1.511     0.239   -0.197   -0.931
  19.641 -135.784    6.917    -0.361   -0.114    1.584     0.239   -0.197   -0.931
  20.011 -136.029    6.940    -0.384   -0.050    1.678     0.239   -0.197   -0.931
  20.457 -136.634    7.026    -0.384    0.022    1.740     0.319   -0.168   -0.926
  20.829 -137.682    7.188    -0.358    0.034    1.712     0.319   -0.168   -0.926
  21.111 -139.101    7.383    -0.323   -0.059    1.659     0.319   -0.168   -0.926
  21.485 -140.856    7.342    -0.275   -0.171    1.647     0.319   -0.168   -0.926
  22.116 -143.020    6.795    -0.238   -0.174    1.570     0.319   -0.168   -0.926
  22.737 -145.296    6.486    -0.273   -0.081    1.595     0.276   -0.174   -0.925
  23.337 -147.694    6.405    -0.261   -0.002    1.532     0.276   -0.174   -0.925
  23.894 -150.419    5.995    -0.305   -0.063    1.642     0.276   -0.174   -0.925
  24.525 -153.648    5.386    -0.300   -0.116    1.497     0.276   -0.174   -0.925
  25.122 -157.010    4.618    -0.281   -0.045    1.276     0.276   -0.174   -0.925
  27.421 -160.295    4.049    -0.286   -0.232    1.208     0.091   -0.190   -0.936
  28.825 -163.576    4.085    -0.280    0.054    1.149     0.091   -0.190   -0.936
  29.473 -166.583    3.676    -0.306    0.098    1.054     0.091   -0.190   -0.936
  30.439 -169.932    3.179    -0.234    0.142    1.175     0.091   -0.190   -0.936
  30.121 -173.296    2.701    -0.204    0.124    0.935    -0.144   -0.183   -0.901
  30.324 -176.446    2.018    -0.155    0.022    0.837    -0.144   -0.183   -0.901
  31.143 -179.444    1.398    -0.086   -0.031    0.757    -0.144   -0.183   -0.901
  32.013  177.643    1.049    -0.025    0.026    0.911    -0.144   -0.183   -0.901
  32.828  174.606    0.932     0.010    0.058    0.982    -0.144   -0.183   -0.901
  32.911  171.428    0.626     0.038   -0.019    0.835    -0.357   -0.139   -0.825
  33.336  168.087   -0.054     0.118   -0.040    0.677    -0.357   -0.139   -0.825
  33.775  164.950   -0.616     0.167   -0.014    0.561    -0.357   -0.139   -0.825
  34.017  162.147   -0.612     0.212    0.040    0.641    -0.357   -0.139   -0.825
  34.108  159.552   -0.714     0.285   -0.118    0.548    -0.357   -0.139   -0.825
  34.342  157.044   -0.845     0.251   -0.126    0.445    -0.530   -0.093   -0.736
  34.675  154.694   -0.996     0.336   -0.054    0.354    -0.530   -0.093   -0.736
  35.007  152.596   -0.986     0.355   -0.011    0.226    -0.530   -0.093   -0.736
  35.183  151.064   -0.964     0.386   -0.012    0.063    -0.530   -0.093   -0.736
  35.210  150.182   -0.634     0.392   -0.016    0.053    -0.530   -0.093   -0.736
  35.187  149.841    0.079     0.372   -0.169    0.164    -0.599   -0.080   -0.693
  35.447  149.816    0.998     0.387   -0.163    0.188    -0.599   -0.080   -0.693
  35.835  150.129    1.911     0.368   -0.042    0.206    -0.599   -0.080   -0.693
  36.106  150.861    2.770     0.360   -0.017    0.203    -0.599   -0.080   -0.693
  36.255  151.992    3.339     0.331   -0.034    0.288    -0.599   -0.080   -0.693
  36.302  153.560    4.370     0.278   -0.088    0.405    -0.525   -0.130   -0.735
  36.364  155.457    5.489     0.207   -0.029    0.475    -0.525   -0.130   -0.735
  36.453  157.577    6.508     0.142   -0.013    0.646    -0.525   -0.130   -0.735
  35.673  160.249    6.709     0.092    0.021    0.698    -0.525   -0.130   -0.735
  34.711  163.317    6.707    -0.060    0.025    0.742    -0.525   -0.130   -0.735
  33.548  166.500    7.339    -0.113    0.104    0.727    -0.328   -0.191   -0.837
  31.863  169.771    8.756    -0.105    0.125    0.696    -0.328   -0.191   -0.837
  30.162  173.037   10.939    -0.104    0.100    0.722    -0.328   -0.191   -0.837
  29.792  175.360   12.309    -0.127    0.065    0.680    -0.328   -0.191   -0.837
  28.015  178.643   12.694    -0.286    0.346    0.628    -0.328   -0.191   -0.837
  26.292 -178.082   13.290    -0.361    0.299    0.914    -0.077   -0.273   -0.893
  25.090 -175.047   14.326    -0.438    0.162    1.201    -0.077   -0.273   -0.893
  24.200 -172.946   16.307    -0.459    0.104    1.305    -0.077   -0.273   -0.893
  23.906 -171.007   16.130    -0.533    0.126    1.398    -0.077   -0.273   -0.893
