    392     -20   -2770     -729    -561    3529       74     534     182
    449      -9   -2725    -1071    -507    3946      -40     554      28
    449      -9   -2725    -1380    -334    4267     -126     426       6
    449      -9   -2725    -1214    -397    4089     -228      93    -103
    449      -9   -2725    -1134    -320    4683     -202    -299    -166
    558     123   -2716     -885    -673    3921     -178    -403    -219
    558     123   -2716     -919     -89    3687     -103    -407    -338
    558     123   -2716    -1274     -79    3734     -105    -279    -242
    558     123   -2716    -1774    -574    4067     -115    -225    -296
    499     237   -2729    -1379    -273    4075      -78    -196    -159
    499     237   -2729    -1222    -946    4073      -37    -110    -166
    499     237   -2729    -1476   -1099    3795       17     -98    -247
    499     237   -2729    -1320    -864    4528      -35     -74    -168
    451     288   -2731    -1644    -638    4275       43    -195    -191
    451     288   -2731    -1567    -679    4498      125    -196    -107
    451     288   -2731    -1466    -683    4321      192    -268    -107
    451     288   -2731    -1166    -921    3892      249    -303    -104
    381     295   -2785    -1116    -750    3953      126    -202    -145
    381     295   -2785    -1124    -498    3832       63    -315    -133
    381     295   -2785     -909    -561    3913        4    -383    -119
    381     295   -2785    -1218    -412    4019      158    -475    -175
    267     206   -2790     -941    -363    4222      115    -576    -123
    267     206   -2790    -1030    -428    4338      147    -591     -69
    267     206   -2790     -794    -500    3942      191    -536     -47
    267     206   -2790     -980    -404    4051      343    -540      46
     91     145   -2849     -776    -206    3982      306    -714     102
     91     145   -2849     -453    -393    4319      298    -559      92
     91     145   -2849     -442    -225    3608      181    -373     500
     91     145   -2849     -399    -249    3842      103    -273     293
     -1      41   -2852     -315    -303    4324      114    -159     365
     -1      41   -2852      -61    -331    4064      122      29     291
     -1      41   -2852     -220    -472    4026       37     124     316
     -1      41   -2852     -107    -513    4018       40     109     218
     66     -73   -2840     -204    -536    3927       28     144     167
     66     -73   -2840     -297    -185    4125       67     112     122
     66     -73   -2840     -307    -381    4344       68      89     144
     66     -73   -2840     -176    -422    4233       53      67      70
    117     -78   -2811     -347    -183    4151       60     -70     -71
    117     -78   -2811     -466     408    4203       51     -71     -31
    117     -78   -2811     -424     -86    3896       73     -85     -81
