   0.000   -0.000    0.001     0.024    0.872    0.352     0.411   -0.215   -0.538
   0.129   -0.068    0.922     0.027    0.873    0.439     0.356   -0.755   -0.542
   0.447   -0.286    2.861     0.074    0.930    0.349     0.356   -0.755   -0.542
   1.013   -1.239    7.743     0.104    1.177    0.315     0.356   -0.755   -0.542
   2.539   -2.812   12.523     0.171    1.122   -0.206     0.356   -0.755   -0.542
   4.619   -4.234   15.465     0.112    0.955   -0.327     0.356   -0.755   -0.542
   6.207   -4.982   16.665     0.103    0.991   -0.295     0.307   -0.961    0.005
   7.749   -5.761   17.671     0.155    0.998   -0.245     0.307   -0.961    0.005
   9.764   -7.449   19.706     0.066    0.840   -0.417     0.307   -0.961    0.005
  12.269   -8.858   22.132     0.151    0.691   -0.783     0.307   -0.961    0.005
  14.754   -9.780   23.988     0.125    0.580   -0.772     0.307   -0.961    0.005
  16.728  -10.256   25.810     0.136    0.471   -0.919     0.218   -0.832    0.418
  18.449  -10.318   27.814     0.183    0.446   -0.756     0.218   -0.832    0.418
  20.207  -10.488   30.766     0.195    0.287   -0.802     0.218   -0.832    0.418
  21.753  -10.567   33.740     0.174    0.194   -0.888     0.218   -0.832    0.418
  23.375  -10.664   35.733     0.146    0.150   -0.798     0.218   -0.832    0.418
  24.303  -10.220   37.479     0.203    0.031   -0.830     0.216   -0.472    0.764
  24.478   -9.416   37.191     0.231    0.079   -1.081     0.216   -0.472    0.764
  25.217   -8.965   38.628     0.176   -0.121   -0.993     0.216   -0.472    0.764
  26.207   -8.499   39.967     0.121   -0.300   -1.021     0.216   -0.472    0.764
  26.865   -8.189   40.388     0.027   -0.164   -0.734     0.216   -0.472    0.764
  26.147   -7.682   39.607     0.069   -0.121   -0.728     0.271   -0.124    0.866
  25.191   -7.269   37.981     0.109   -0.148   -0.871     0.271   -0.124    0.866
  24.323   -7.447   36.017     0.083   -0.246   -1.106     0.271   -0.124    0.866
  23.736   -7.511   33.729     0.098   -0.305   -1.183     0.271   -0.124    0.866
  23.843   -7.027   31.394     0.083   -0.369   -1.224     0.271   -0.124    0.866
  23.413   -6.714   29.482     0.020   -0.405   -1.205     0.372    0.017    0.844
  23.039   -6.050   27.433     0.033   -0.317   -1.096     0.372    0.017    0.844
  22.943   -5.334   25.219     0.023   -0.281   -0.995     0.372    0.017    0.844
  23.171   -4.668   22.843    -0.009   -0.288   -0.892     0.372    0.017    0.844
  23.608   -3.961   20.295     0.009   -0.341   -0.898     0.372    0.017    0.844
  24.201   -3.377   17.750    -0.020   -0.433   -0.895     0.390    0.055    0.853
  24.635   -2.865   15.487    -0.029   -0.458   -0.917     0.390    0.055    0.853
  24.598   -2.325   13.423     0.038   -0.399   -0.945     0.390    0.055    0.853
  24.283   -1.737   11.298     0.084   -0.315   -0.951     0.390    0.055    0.853
  23.952   -1.106    9.160     0.088   -0.273   -0.920     0.390    0.055    0.853
  24.104   -0.673    7.242     0.010   -0.343   -0.909     0.382    0.052    0.859
  24.103   -0.302    5.350     0.013   -0.348   -0.935     0.382    0.052    0.859
  23.688    0.236    3.451     0.121   -0.286   -0.946     0.382    0.052    0.859
  23.278    0.836    1.558     0.120   -0.229   -0.966     0.382    0.052    0.859
  23.403    1.383   -0.037     0.047   -0.311   -0.939     0.382    0.052    0.859
  23.782    1.752   -1.415    -0.008   -0.372   -0.913     0.384    0.042    0.855
  23.916    1.977   -2.694     0.015   -0.368   -0.928     0.384    0.042    0.855
  23.576    2.191   -4.226     0.068   -0.268   -0.919     0.384    0.042    0.855
  23.260    2.340   -5.806     0.052   -0.272   -0.965     0.384    0.042    0.855
  22.825    2.472   -7.349     0.045   -0.230   -0.999     0.392    0.038    0.841
  22.484    2.626   -8.796     0.058   -0.209   -0.980     0.392    0.038    0.841
  22.448    2.708  -10.193     0.038   -0.237   -0.907     0.392    0.038    0.841
  22.522    2.837  -11.663     0.025   -0.272   -0.923     0.392    0.038    0.841
  22.354    3.022  -13.368     0.065   -0.225   -0.946     0.392    0.038    0.841
  22.575    3.395  -15.023     0.041   -0.259   -0.923     0.408    0.019    0.836
  23.152    4.033  -16.693    -0.020   -0.366   -0.915     0.408    0.019    0.836
  23.460    4.420  -18.458    -0.034   -0.370   -0.888     0.408    0.019    0.836
  22.677    4.790  -20.873     0.069   -0.242   -0.990     0.408    0.019    0.836
  21.176    5.571  -23.898     0.143   -0.098   -1.051     0.408    0.019    0.836
  20.005    6.873  -28.272     0.230   -0.060   -1.219     0.388   -0.092    0.855
  19.226    7.982  -33.136     0.044   -0.088   -1.064     0.388   -0.092    0.855
  18.738    8.408  -37.919    -0.013   -0.097   -1.005     0.388   -0.092    0.855
  18.140    8.309  -42.258     0.066   -0.052   -1.181     0.388   -0.092    0.855
  16.919    8.215  -48.132     0.127    0.063   -0.993     0.388   -0.092    0.855
  16.502    8.173  -54.216     0.161    0.277   -0.911     0.335   -0.401    0.777
  16.331    8.055  -59.670     0.142    0.298   -1.012     0.335   -0.401    0.777
  16.660    8.115  -64.518     0.104    0.224   -1.055     0.335   -0.401    0.777
  16.599    7.693  -69.978     0.063    0.361   -0.998     0.335   -0.401    0.777
  15.776    6.852  -77.367     0.074    0.481   -0.880     0.335   -0.401    0.777
  15.964    6.823  -85.691     0.232    0.573   -0.955     0.358   -0.741    0.516
  15.747    6.565  -95.148     0.255    0.809   -0.895     0.358   -0.741    0.516
  14.758    6.169 -102.784     0.190    0.847   -0.436     0.358   -0.741    0.516
  13.890    5.931 -108.515     0.107    0.721   -0.284     0.358   -0.741    0.516
  14.862    5.829 -115.437    -0.124    0.563   -0.190     0.358   -0.741    0.516
  17.786    5.590 -121.464    -0.166    0.594   -0.396     0.367   -0.929    0.056
  19.445    4.350 -129.636    -0.053    0.857   -0.389     0.367   -0.929    0.056
  20.496    4.121 -138.386     0.011    1.087   -0.523     0.367   -0.929    0.056
  19.517    2.953 -146.864     0.028    1.054    0.067     0.367   -0.929    0.056
  18.101    1.540 -154.924    -0.055    0.932    0.186     0.367   -0.929    0.056
  18.801    0.843 -162.816    -0.071    0.925    0.278     0.422   -0.801   -0.485
  19.316   -0.491 -171.392    -0.039    0.916    0.369     0.422   -0.801   -0.485
  19.631   -2.045 -178.771    -0.019    0.971    0.465     0.422   -0.801   -0.485
  18.621   -4.034  173.346     0.064    0.733    0.778     0.422   -0.801   -0.485
  17.293   -5.867  166.086     0.031    0.703    0.878     0.422   -0.801   -0.485
  17.475   -6.514  160.056    -0.007    0.606    0.919     0.476   -0.375   -0.785
  18.065   -6.773  155.369    -0.102    0.546    0.737     0.476   -0.375   -0.785
  19.721   -6.976  150.658    -0.210    0.690    0.760     0.476   -0.375   -0.785
  19.376   -8.028  145.168     0.044    0.236    0.887     0.476   -0.375   -0.785
  21.048   -8.306  139.955    -0.112    0.482    0.776     0.518   -0.018   -0.846
  21.721   -9.391  133.031    -0.177    0.056    0.899     0.518   -0.018   -0.846
  23.231   -9.633  127.778    -0.093    0.270    0.984     0.518   -0.018   -0.846
  23.712   -9.997  122.865    -0.040    0.095    1.119     0.518   -0.018   -0.846
  23.437  -10.281  118.736    -0.130   -0.035    1.020     0.518   -0.018   -0.846
  24.172   -9.945  115.305    -0.203   -0.137    1.007     0.576    0.327   -0.753
  24.915   -9.799  112.754    -0.241   -0.181    0.895     0.576    0.327   -0.753
  25.099   -9.748  109.937    -0.215   -0.295    0.917     0.576    0.327   -0.753
  25.207   -9.585  107.313    -0.197   -0.295    0.948     0.576    0.327   -0.753
  25.716   -9.518  105.308    -0.250   -0.230    0.853     0.576    0.327   -0.753
  26.857   -9.162  103.398    -0.179   -0.174    0.988     0.581    0.489   -0.687
  27.476   -8.753  102.260    -0.121   -0.279    1.068     0.581    0.489   -0.687
  27.674   -8.293  101.667    -0.175   -0.420    1.018     0.581    0.489   -0.687
  28.395   -7.869  100.938    -0.246   -0.333    0.933     0.581    0.489   -0.687
  29.300   -7.740   99.695    -0.157   -0.253    0.964     0.581    0.489   -0.687
  30.183   -7.566   98.715    -0.104   -0.235    1.020     0.571    0.541   -0.650
  30.772   -7.334   98.608    -0.093   -0.253    1.033     0.571    0.541   -0.650
  31.182   -7.188   98.899    -0.222   -0.371    0.964     0.571    0.541   -0.650
  31.930   -7.300   98.320    -0.263   -0.381    0.870     0.571    0.541   -0.650
  32.758   -7.385   97.208    -0.192   -0.343    0.965     0.571    0.541   -0.650
  33.446   -7.291   96.413    -0.161   -0.305    0.965     0.590    0.550   -0.627
  33.933   -7.046   96.519    -0.186   -0.302    0.914     0.590    0.550   -0.627
  34.445   -6.821   96.891    -0.192   -0.289    0.890     0.590    0.550   -0.627
  35.062   -6.701   97.077    -0.222   -0.319    0.880     0.590    0.550   -0.627
  35.633   -6.576   96.853    -0.183   -0.296    0.957     0.590    0.550   -0.627
  36.041   -6.385   96.597    -0.160   -0.281    0.980     0.583    0.547   -0.630
  36.461   -6.150   96.631    -0.189   -0.252    0.920     0.583    0.547   -0.630
  36.800   -6.087   96.679    -0.203   -0.318    0.915     0.583    0.547   -0.630
  37.146   -6.042   96.493    -0.190   -0.329    0.981     0.583    0.547   -0.630
  37.526   -5.939   96.393    -0.179   -0.285    0.930     0.583    0.547   -0.630
  38.011   -5.963   96.355    -0.205   -0.277    0.884     0.579    0.548   -0.634
